County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages
"Wood County, WV",4,5,4,1,2,5,
"Wyoming County, WV",3,1,1,1,2,4,
"Adams County, WI",4,4,3,1,1,4,
"Ashland County, WI",3,4,3,1,1,4,
"Barron County, WI",3,4,3,1,1,4,
"Bayfield County, WI",3,4,3,1,3,4,
"Brown County, WI",3,1,3,1,1,4,
"Buffalo County, WI",3,4,3,1,1,4,
"Burnett County, WI",3,2,3,1,1,4,
"Calumet County, WI",3,1,3,1,1,4,
"Chippewa County, WI",3,4,3,1,1,4,
"Clark County, WI",3,4,3,1,1,4,
"Columbia County, WI",3,4,3,1,1,4,
"Crawford County, WI",3,5,3,1,1,4,
"Dane County, WI",3,4,3,1,1,4,
"Dodge County, WI",3,4,3,1,1,4,
"Door County, WI",3,2,3,1,1,4,
"Douglas County, WI",3,5,3,1,3,4,
"Dunn County, WI",3,4,3,1,1,4,
"Eau Claire County, WI",4,4,3,1,1,4,
"Florence County, WI",3,2,3,1,2,4,
"Fond du Lac County, WI",3,4,3,1,1,4,
"Forest County, WI",3,2,3,1,3,4,
"Grant County, WI",3,4,3,1,1,4,
"Green County, WI",3,4,3,1,1,5,
"Green Lake County, WI",3,4,3,1,1,4,
"Iowa County, WI",3,4,3,1,1,4,
"Iron County, WI",3,4,1,1,2,4,
"Jackson County, WI",3,4,3,1,1,4,
"Jefferson County, WI",3,5,3,1,1,4,
"Juneau County, WI",4,4,3,1,1,4,
"Kenosha County, WI",3,4,3,1,1,4,
"Kewaunee County, WI",3,2,3,1,1,4,
"La Crosse County, WI",4,4,3,1,1,4,
"Lafayette County, WI",3,4,3,1,1,5,
"Langlade County, WI",3,2,3,1,1,4,
"Lincoln County, WI",3,2,3,1,2,4,
"Manitowoc County, WI",3,1,3,1,1,4,
"Marathon County, WI",3,1,3,1,1,4,
"Marinette County, WI",3,1,3,1,3,4,
"Marquette County, WI",3,4,3,1,1,4,
"Menominee County, WI",3,1,1,1,1,4,
"Milwaukee County, WI",3,5,3,1,1,4,
"Monroe County, WI",3,2,3,1,1,4,
"Oconto County, WI",3,4,3,1,1,4,
"Oneida County, WI",3,4,3,1,3,4,
"Outagamie County, WI",3,1,3,1,1,4,
"Ozaukee County, WI",3,2,3,1,1,4,
"Pepin County, WI",3,4,3,1,1,4,
"Pierce County, WI",3,2,3,1,1,4,
"Polk County, WI",3,1,3,1,1,4,
"Portage County, WI",3,1,3,1,1,4,
"Price County, WI",3,4,3,1,3,4,
"Racine County, WI",3,5,3,1,1,4,
"Richland County, WI",3,4,3,1,1,4,
"Rock County, WI",4,5,3,1,1,4,
"Rusk County, WI",3,4,3,1,3,4,
"St. Croix County, WI",3,2,3,1,2,4,
"Sauk County, WI",3,4,3,1,1,4,
"Sawyer County, WI",3,4,3,1,3,4,
"Shawano County, WI",3,1,3,1,1,4,
"Sheboygan County, WI",3,4,3,1,1,4,
"Taylor County, WI",3,4,3,1,1,4,
"Trempealeau County, WI",3,4,3,1,1,4,
"Vernon County, WI",3,4,3,1,1,5,
"Vilas County, WI",3,2,1,1,2,4,
"Walworth County, WI",3,5,4,1,1,4,
"Washburn County, WI",3,5,3,1,2,4,
"Washington County, WI",3,4,3,1,1,4,
"Waukesha County, WI",3,5,3,1,1,4,
"Waupaca County, WI",3,2,3,1,1,4,
"Waushara County, WI",3,2,3,1,1,4,
"Winnebago County, WI",3,1,3,1,1,4,
"Wood County, WI",3,2,3,1,1,4,
"Albany County, WY",3,1,3,1,6,4,
"Big Horn County, WY",4,1,3,1,6,4,
"Campbell County, WY",4,1,1,1,6,4,
"Carbon County, WY",3,1,1,1,7,4,
"Converse County, WY",6,1,1,1,6,4,
"Crook County, WY",4,1,1,1,7,4,
"Fremont County, WY",4,1,3,1,6,4,
"Goshen County, WY",6,1,4,1,2,4,
"Hot Springs County, WY",6,1,3,1,4,4,
"Johnson County, WY",4,1,1,1,7,4,
"Laramie County, WY",3,1,3,1,3,4,
"Lincoln County, WY",3,1,1,1,6,4,
"Natrona County, WY",4,1,3,1,7,4,
"Niobrara County, WY",6,1,4,1,4,4,
"Park County, WY",4,1,3,1,6,4,
"Platte County, WY",6,1,3,1,6,4,
"Sheridan County, WY",6,1,4,1,6,4,
"Sublette County, WY",3,1,1,1,6,4,
"Sweetwater County, WY",3,1,1,1,6,4,
"Teton County, WY",3,1,1,1,6,4,
"Uinta County, WY",3,1,1,1,4,4,
"Washakie County, WY",4,1,3,1,6,4,
"Weston County, WY",4,1,1,1,6,4,
