Full County Number	Price Range-Q3 2022	Geography	growth Q42021	Price Range-Q3 2022	Latitude (generated)	Longitude (generated)	ABS-diff price Q2 2021	Price Q3 2022	Q1 2022	Q4 2021
26143	Less than $150,000	Roscommon County,  Michigan	rose	Less than $150,000	44.3421	-84.612	10.6%	$139,902	$141,046	$136,640
26141	Less than $150,000	Presque Isle County,  Michigan	rose	Less than $150,000	45.4127	-84.0168	10.6%	$134,467	$140,919	$133,104
26135	Less than $150,000	Oscoda County,  Michigan	rose	Less than $150,000	44.6802	-84.1299	10.6%	$123,951	$122,671	$114,288
26133	Less than $150,000	Osceola County,  Michigan	rose	Less than $150,000	43.989	-85.3253	10.6%	$129,032	$130,274	$124,390
26131	Less than $150,000	Ontonagon County,  Michigan	rose	Less than $150,000	46.6939	-89.364	10.6%	$90,629	$94,284	$88,399
26129	Less than $150,000	Ogemaw County,  Michigan	rose	Less than $150,000	44.3354	-84.1265	10.6%	$126,905	$130,781	$124,011
26119	Less than $150,000	Montmorency County,  Michigan	rose	Less than $150,000	45.0287	-84.1298	10.6%	$133,522	$143,580	$129,694
26109	Less than $150,000	Menominee County,  Michigan	rose	Less than $150,000	45.5419	-87.5359	10.6%	$136,948	$142,693	$128,305
26095	Less than $150,000	Luce County,  Michigan	rose	Less than $150,000	46.4984	-85.5522	10.6%	$104,572	$123,178	$110,120
26085	Less than $150,000	Lake County,  Michigan	rose	Less than $150,000	43.9949	-85.8016	10.6%	$116,152	$113,673	$111,130
26083	Less than $150,000	Keweenaw County,  Michigan	rose	Less than $150,000	47.3413	-88.198	10.6%	$146,519	$179,697	$152,931
26071	Less than $150,000	Iron County,  Michigan	rose	Less than $150,000	46.1619	-88.5543	10.6%	$99,255	$100,747	$98,123
26069	Less than $150,000	Iosco County,  Michigan	rose	Less than $150,000	44.3368	-83.6086	10.6%	$118,397	$124,445	$116,940
26063	Less than $150,000	Huron County,  Michigan	rose	Less than $150,000	43.8695	-83.0013	10.6%	$134,822	$138,131	$131,210
26061	Less than $150,000	Houghton County,  Michigan	rose	Less than $150,000	46.8547	-88.7422	10.6%	$136,239	$144,087	$137,271
26057	Less than $150,000	Gratiot County,  Michigan	rose	Less than $150,000	43.2922	-84.6049	10.6%	$124,896	$123,684	$120,475
26053	Less than $150,000	Gogebic County,  Michigan	rose	Less than $150,000	46.4324	-89.7644	10.6%	$90,275	$93,144	$84,737
26051	Less than $150,000	Gladwin County,  Michigan	rose	Less than $150,000	43.9866	-84.3862	10.6%	$140,730	$140,666	$138,913
26043	Less than $150,000	Dickinson County,  Michigan	rose	Less than $150,000	45.9809	-87.8673	10.6%	$133,758	$138,511	$128,558
26041	Less than $150,000	Delta County,  Michigan	rose	Less than $150,000	45.8554	-87.1712	10.6%	$144,156	$146,242	$144,343
26039	Less than $150,000	Crawford County,  Michigan	rose	Less than $150,000	44.679	-84.6107	10.6%	$137,894	$141,680	$132,599
26035	Less than $150,000	Clare County,  Michigan	rose	Less than $150,000	43.9892	-84.847	10.6%	$112,253	$116,461	$115,045
26033	Less than $150,000	Chippewa County,  Michigan	rose	Less than $150,000	46.357	-84.6847	10.6%	$145,692	$154,099	$150,405
26023	Less than $150,000	Branch County,  Michigan	rose	Less than $150,000	41.9159	-85.0588	10.6%	$143,447	$149,790	$138,660
26017	Less than $150,000	Bay County,  Michigan	rose	Less than $150,000	43.7384	-84.0552	10.5%	$132,648	$171,574	$141,636
26013	Less than $150,000	Baraga County,  Michigan	rose	Less than $150,000	46.7009	-88.3348	10.6%	$126,550	$137,117	$129,063
26011	Less than $150,000	Arenac County,  Michigan	rose	Less than $150,000	44.0369	-83.9226	10.6%	$123,005	$124,952	$119,213
26007	Less than $150,000	Alpena County,  Michigan	rose	Less than $150,000	45.032	-83.6662	10.6%	$131,395	$132,935	$121,865
26001	Less than $150,000	Alcona County,  Michigan	rose	Less than $150,000	44.6843	-83.5837	10.6%	$147,347	$150,424	$141,439
23029	Less than $150,000	Washington County,  Maine	rose	Less than $150,000	45.0452	-67.5514	11.9%	$142,706	$152,977	$145,525
23025	Less than $150,000	Somerset County,  Maine	rose	Less than $150,000	45.5842	-70.1228	11.9%	$149,823	$162,538	$149,797
23021	Less than $150,000	Piscataquis County,  Maine	rose	Less than $150,000	45.798	-69.2708	11.9%	$144,516	$146,205	$141,770
22127	Less than $150,000	Winn Parish,  Louisiana	rose	Less than $150,000	31.9284	-92.6004	4.6%	$100,626	$86,551	$87,892
22123	Less than $150,000	West Carroll Parish,  Louisiana	rose	Less than $150,000	32.7942	-91.4671	4.6%	$96,309	$96,442	$102,145
22119	Less than $150,000	Webster Parish,  Louisiana	rose	Less than $150,000	32.7147	-93.3158	4.6%	$95,977	$95,880	$92,191
22117	Less than $150,000	Washington Parish,  Louisiana	rose	Less than $150,000	30.8352	-90.0433	4.6%	$125,866	$129,152	$114,249
22115	Less than $150,000	Vernon Parish,  Louisiana	rose	Less than $150,000	31.1122	-93.1867	4.6%	$139,039	$141,629	$134,949
22113	Less than $150,000	Vermilion Parish,  Louisiana	rose	Less than $150,000	29.8404	-92.2937	4.6%	$149,998	$143,539	$138,230
22111	Less than $150,000	Union Parish,  Louisiana	rose	Less than $150,000	32.799	-92.3899	4.7%	$103,891	$106,261	$99,479
22107	Less than $150,000	Tensas Parish,  Louisiana	rose	Less than $150,000	31.9919	-91.2991	4.6%	$93,209	$88,686	$75,110
22101	Less than $150,000	St. Mary Parish,  Louisiana	rose	Less than $150,000	29.7168	-91.3717	4.6%	$121,991	$118,923	$120,923
22099	Less than $150,000	St. Martin Parish,  Louisiana	rose	Less than $150,000	30.2651	-91.78	2.8%	$140,802	$153,423	$140,615
22097	Less than $150,000	St. Landry Parish,  Louisiana	rose	Less than $150,000	30.5748	-91.9828	4.6%	$144,684	$158,165	$127,483
22091	Less than $150,000	St. Helena Parish,  Louisiana	rose	Less than $150,000	30.8246	-90.7047	5.4%	$93,319	$131,106	$113,344
22085	Less than $150,000	Sabine Parish,  Louisiana	rose	Less than $150,000	31.5062	-93.4781	4.6%	$109,150	$98,466	$106,670
22083	Less than $150,000	Richland Parish,  Louisiana	rose	Less than $150,000	32.4099	-91.734	4.6%	$119,556	$121,059	$103,955
22081	Less than $150,000	Red River Parish,  Louisiana	rose	Less than $150,000	32.062	-93.319	4.6%	$87,342	$87,562	$89,023
22067	Less than $150,000	Morehouse Parish,  Louisiana	rose	Less than $150,000	32.7574	-91.8294	4.6%	$98,744	$106,221	$103,050
22065	Less than $150,000	Madison Parish,  Louisiana	rose	Less than $150,000	32.3776	-91.2339	4.6%	$90,884	$87,225	$88,345
22059	Less than $150,000	LaSalle Parish,  Louisiana	rose	Less than $150,000	31.626	-92.1804	4.6%	$116,124	$120,272	$105,199
22053	Less than $150,000	Jefferson Davis Parish,  Louisiana	rose	Less than $150,000	30.263	-92.8281	4.6%	$146,677	$124,543	$128,954
22049	Less than $150,000	Jackson Parish,  Louisiana	rose	Less than $150,000	32.3213	-92.5438	4.6%	$102,619	$96,330	$101,240
22043	Less than $150,000	Grant Parish,  Louisiana	rose	Less than $150,000	31.5928	-92.5634	7.4%	$131,805	$139,773	$118,555
22041	Less than $150,000	Franklin Parish,  Louisiana	rose	Less than $150,000	32.1393	-91.7	4.6%	$96,862	$97,342	$99,543
22039	Less than $150,000	Evangeline Parish,  Louisiana	rose	Less than $150,000	30.741	-92.3853	4.6%	$107,157	$111,842	$109,272
22035	Less than $150,000	East Carroll Parish,  Louisiana	rose	Less than $150,000	32.7715	-91.2515	4.6%	$82,250	$70,589	$86,874
22031	Less than $150,000	De Soto Parish,  Louisiana	rose	Less than $150,000	32.0954	-93.7859	2.2%	$143,554	$132,015	$131,272
22029	Less than $150,000	Concordia Parish,  Louisiana	rose	Less than $150,000	31.3672	-91.703	4.6%	$97,748	$106,221	$91,173
22027	Less than $150,000	Claiborne Parish,  Louisiana	rose	Less than $150,000	32.8018	-92.9816	4.6%	$81,143	$84,865	$88,345
22025	Less than $150,000	Catahoula Parish,  Louisiana	rose	Less than $150,000	31.598	-91.9166	4.6%	$96,419	$101,838	$100,675
22021	Less than $150,000	Caldwell Parish,  Louisiana	rose	Less than $150,000	32.1025	-92.092	4.6%	$93,098	$88,911	$87,440
22013	Less than $150,000	Bienville Parish,  Louisiana	rose	Less than $150,000	32.3661	-93.0878	4.6%	$80,036	$82,841	$85,856
22009	Less than $150,000	Avoyelles Parish,  Louisiana	rose	Less than $150,000	31.0964	-91.9696	4.6%	$117,010	$116,787	$117,868
22007	Less than $150,000	Assumption Parish,  Louisiana	rose	Less than $150,000	29.8531	-91.0545	4.6%	$128,190	$133,648	$134,157
22003	Less than $150,000	Allen Parish,  Louisiana	rose	Less than $150,000	30.6655	-92.7883	4.6%	$124,316	$120,722	$110,290
22001	Less than $150,000	Acadia Parish,  Louisiana	rose	Less than $150,000	30.2656	-92.4008	4.6%	$143,467	$146,462	$133,479
21237	Less than $150,000	Wolfe County,  Kentucky	rose	Less than $150,000	37.7403	-83.489	9.3%	$71,082	$81,883	$79,326
21235	Less than $150,000	Whitley County,  Kentucky	rose	Less than $150,000	36.7804	-84.1636	9.3%	$129,207	$128,690	$113,939
21233	Less than $150,000	Webster County,  Kentucky	rose	Less than $150,000	37.4948	-87.7015	10.2%	$86,159	$93,786	$92,736
21231	Less than $150,000	Wayne County,  Kentucky	rose	Less than $150,000	36.8007	-84.8154	9.3%	$115,668	$111,523	$109,381
21225	Less than $150,000	Union County,  Kentucky	rose	Less than $150,000	37.6855	-87.9466	9.3%	$105,864	$112,264	$113,446
21223	Less than $150,000	Trimble County,  Kentucky	rose	Less than $150,000	38.6152	-85.333	9.2%	$149,280	$156,399	$151,232
21219	Less than $150,000	Todd County,  Kentucky	rose	Less than $150,000	36.8587	-87.1772	9.3%	$137,961	$138,941	$130,937
21217	Less than $150,000	Taylor County,  Kentucky	rose	Less than $150,000	37.338	-85.3025	9.3%	$147,532	$151,662	$148,059
21207	Less than $150,000	Russell County,  Kentucky	rose	Less than $150,000	37.0073	-85.0286	9.3%	$131,542	$122,268	$117,018
21203	Less than $150,000	Rockcastle County,  Kentucky	rose	Less than $150,000	37.3462	-84.3152	9.3%	$106,214	$109,300	$100,882
21201	Less than $150,000	Robertson County,  Kentucky	rose	Less than $150,000	38.5144	-84.0653	9.3%	$110,882	$125,850	$141,284
21197	Less than $150,000	Powell County,  Kentucky	rose	Less than $150,000	37.8252	-83.7968	9.3%	$121,154	$129,678	$110,613
21195	Less than $150,000	Pike County,  Kentucky	rose	Less than $150,000	37.471	-82.3248	9.3%	$100,611	$102,137	$96,817
21193	Less than $150,000	Perry County,  Kentucky	rose	Less than $150,000	37.2181	-83.1793	9.3%	$90,457	$97,444	$92,876
21189	Less than $150,000	Owsley County,  Kentucky	rose	Less than $150,000	37.399	-83.6845	9.3%	$81,236	$83,241	$86,470
21187	Less than $150,000	Owen County,  Kentucky	rose	Less than $150,000	38.5319	-84.8467	9.3%	$144,848	$143,634	$143,009
21183	Less than $150,000	Ohio County,  Kentucky	rose	Less than $150,000	37.4755	-86.8745	9.3%	$110,649	$111,647	$113,939
21181	Less than $150,000	Nicholas County,  Kentucky	rose	Less than $150,000	38.3265	-83.9972	9.3%	$102,245	$106,830	$105,440
21177	Less than $150,000	Muhlenberg County,  Kentucky	rose	Less than $150,000	37.2285	-87.1373	9.3%	$116,485	$118,563	$115,663
21175	Less than $150,000	Morgan County,  Kentucky	rose	Less than $150,000	37.9136	-83.2228	9.3%	$89,056	$98,679	$90,043
21171	Less than $150,000	Monroe County,  Kentucky	rose	Less than $150,000	36.7285	-85.7189	9.3%	$122,438	$119,798	$99,158
21169	Less than $150,000	Metcalfe County,  Kentucky	rose	Less than $150,000	37.0023	-85.6238	9.3%	$95,359	$94,974	$95,093
21165	Less than $150,000	Menifee County,  Kentucky	rose	Less than $150,000	37.9388	-83.6113	9.3%	$98,043	$102,755	$94,600
21159	Less than $150,000	Martin County,  Kentucky	rose	Less than $150,000	37.8157	-82.526	9.3%	$78,902	$96,456	$103,838
21155	Less than $150,000	Marion County,  Kentucky	rose	Less than $150,000	37.5778	-85.2723	9.3%	$143,097	$139,435	$129,829
21153	Less than $150,000	Magoffin County,  Kentucky	rose	Less than $150,000	37.6908	-83.0969	9.3%	$90,924	$87,811	$82,282
21149	Less than $150,000	McLean County,  Kentucky	rose	Less than $150,000	37.5321	-87.2117	7.5%	$134,634	$133,584	$127,387
21147	Less than $150,000	McCreary County,  Kentucky	rose	Less than $150,000	36.7781	-84.4911	9.3%	$93,725	$94,727	$85,855
21141	Less than $150,000	Logan County,  Kentucky	rose	Less than $150,000	36.8586	-86.8644	9.3%	$128,974	$134,495	$136,727
21139	Less than $150,000	Livingston County,  Kentucky	rose	Less than $150,000	37.2032	-88.3267	9.3%	$112,166	$111,894	$126,133
21137	Less than $150,000	Lincoln County,  Kentucky	rose	Less than $150,000	37.4428	-84.6585	9.3%	$133,759	$131,037	$131,061
21135	Less than $150,000	Lewis County,  Kentucky	rose	Less than $150,000	38.5222	-83.3941	9.3%	$90,340	$84,353	$80,681
21133	Less than $150,000	Letcher County,  Kentucky	rose	Less than $150,000	37.1142	-82.8932	9.3%	$71,548	$67,556	$72,182
21131	Less than $150,000	Leslie County,  Kentucky	rose	Less than $150,000	37.1023	-83.3517	9.3%	$82,637	$85,217	$78,957
21129	Less than $150,000	Lee County,  Kentucky	rose	Less than $150,000	37.6037	-83.7001	9.3%	$86,255	$81,265	$77,602
21127	Less than $150,000	Lawrence County,  Kentucky	rose	Less than $150,000	38.0749	-82.7514	9.3%	$107,264	$113,376	$97,803
21125	Less than $150,000	Laurel County,  Kentucky	rose	Less than $150,000	37.1377	-84.1151	9.3%	$136,327	$143,634	$137,958
21121	Less than $150,000	Knox County,  Kentucky	rose	Less than $150,000	36.8716	-83.8549	9.3%	$111,349	$107,448	$106,918
21119	Less than $150,000	Knott County,  Kentucky	rose	Less than $150,000	37.3502	-82.9377	9.3%	$67,580	$64,592	$63,436
21115	Less than $150,000	Johnson County,  Kentucky	rose	Less than $150,000	37.8526	-82.8331	9.3%	$138,195	$143,017	$124,779
21109	Less than $150,000	Jackson County,  Kentucky	rose	Less than $150,000	37.4156	-83.9961	9.3%	$93,842	$102,631	$107,411
21107	Less than $150,000	Hopkins County,  Kentucky	rose	Less than $150,000	37.3381	-87.5846	9.3%	$131,775	$132,272	$133,894
21105	Less than $150,000	Hickman County,  Kentucky	rose	Less than $150,000	36.6502	-88.9928	9.3%	$99,911	$104,978	$99,281
21099	Less than $150,000	Hart County,  Kentucky	rose	Less than $150,000	37.2995	-85.9087	9.3%	$114,851	$114,858	$116,279
21095	Less than $150,000	Harlan County,  Kentucky	rose	Less than $150,000	36.844	-83.2797	9.3%	$75,867	$79,165	$74,276
21091	Less than $150,000	Hancock County,  Kentucky	rose	Less than $150,000	37.8268	-86.7573	7.5%	$127,287	$135,735	$136,634
21089	Less than $150,000	Greenup County,  Kentucky	rose	Less than $150,000	38.5657	-82.9522	4.4%	$134,029	$132,395	$134,939
21087	Less than $150,000	Green County,  Kentucky	rose	Less than $150,000	37.2912	-85.5544	9.3%	$98,627	$99,543	$97,926
21085	Less than $150,000	Grayson County,  Kentucky	rose	Less than $150,000	37.4721	-86.3497	9.3%	$141,229	$145,857	$140,299
21083	Less than $150,000	Graves County,  Kentucky	rose	Less than $150,000	36.7244	-88.6522	9.3%	$135,277	$134,618	$128,474
21075	Less than $150,000	Fulton County,  Kentucky	rose	Less than $150,000	36.5746	-89.0626	9.3%	$77,968	$78,795	$81,420
21071	Less than $150,000	Floyd County,  Kentucky	rose	Less than $150,000	37.5213	-82.7592	9.3%	$92,324	$91,392	$91,644
21069	Less than $150,000	Fleming County,  Kentucky	rose	Less than $150,000	38.3482	-83.6784	9.3%	$111,583	$112,511	$110,736
21065	Less than $150,000	Estill County,  Kentucky	rose	Less than $150,000	37.6982	-83.9308	9.3%	$96,993	$96,579	$94,600
21063	Less than $150,000	Elliott County,  Kentucky	rose	Less than $150,000	38.1318	-83.0627	9.3%	$88,473	$94,603	$101,868
21061	Less than $150,000	Edmonson County,  Kentucky	rose	Less than $150,000	37.2033	-86.233	8.2%	$110,039	$113,153	$106,938
21057	Less than $150,000	Cumberland County,  Kentucky	rose	Less than $150,000	36.7784	-85.408	9.3%	$126,523	$135,853	$110,120
21055	Less than $150,000	Crittenden County,  Kentucky	rose	Less than $150,000	37.3369	-88.0854	9.3%	$113,217	$120,045	$110,736
21053	Less than $150,000	Clinton County,  Kentucky	rose	Less than $150,000	36.7537	-85.1245	9.3%	$91,274	$96,209	$89,673
21051	Less than $150,000	Clay County,  Kentucky	rose	Less than $150,000	37.1482	-83.7483	9.3%	$78,785	$75,707	$66,639
21045	Less than $150,000	Casey County,  Kentucky	rose	Less than $150,000	37.3273	-84.9335	9.3%	$129,207	$120,539	$107,903
21043	Less than $150,000	Carter County,  Kentucky	rose	Less than $150,000	38.3367	-83.0088	9.3%	$124,305	$135,236	$117,018
21041	Less than $150,000	Carroll County,  Kentucky	rose	Less than $150,000	38.6688	-85.1085	9.3%	$127,106	$130,666	$142,762
21039	Less than $150,000	Carlisle County,  Kentucky	rose	Less than $150,000	36.8632	-88.9716	9.3%	$94,542	$102,755	$109,997
21033	Less than $150,000	Caldwell County,  Kentucky	rose	Less than $150,000	37.1651	-87.8705	9.3%	$109,248	$110,659	$108,273
21031	Less than $150,000	Butler County,  Kentucky	rose	Less than $150,000	37.1976	-86.6579	9.3%	$108,898	$113,623	$113,446
21027	Less than $150,000	Breckinridge County,  Kentucky	rose	Less than $150,000	37.8123	-86.4205	9.3%	$124,539	$129,061	$126,749
21025	Less than $150,000	Breathitt County,  Kentucky	rose	Less than $150,000	37.5153	-83.3353	9.3%	$61,511	$65,457	$66,516
21023	Less than $150,000	Bracken County,  Kentucky	rose	Less than $150,000	38.7151	-84.0765	9.0%	$115,851	$126,649	$127,482
21019	Less than $150,000	Boyd County,  Kentucky	rose	Less than $150,000	38.3696	-82.6985	4.4%	$124,265	$126,749	$128,579
21013	Less than $150,000	Bell County,  Kentucky	rose	Less than $150,000	36.7691	-83.6441	9.3%	$79,135	$77,560	$73,660
21011	Less than $150,000	Bath County,  Kentucky	rose	Less than $150,000	38.1478	-83.7763	9.3%	$102,245	$103,619	$110,490
21007	Less than $150,000	Ballard County,  Kentucky	rose	Less than $150,000	37.0728	-89.0182	9.3%	$104,346	$128,196	$126,749
21001	Less than $150,000	Adair County,  Kentucky	rose	Less than $150,000	37.1179	-85.3011	9.3%	$129,091	$130,172	$118,743
20207	Less than $150,000	Woodson County,  Kansas	rose	Less than $150,000	37.8865	-95.7388	8.0%	$82,402	$81,539	$87,470
20205	Less than $150,000	Wilson County,  Kansas	rose	Less than $150,000	37.5659	-95.7434	8.0%	$94,011	$97,561	$87,351
20203	Less than $150,000	Wichita County,  Kansas	rose	Less than $150,000	38.4844	-101.3475	8.0%	$98,336	$120,468	$105,653
20201	Less than $150,000	Washington County,  Kansas	rose	Less than $150,000	39.7912	-97.0874	8.0%	$99,247	$99,816	$97,452
20199	Less than $150,000	Wallace County,  Kansas	rose	Less than $150,000	38.9078	-101.7635	8.0%	$98,108	$100,291	$106,247
20195	Less than $150,000	Trego County,  Kansas	rose	Less than $150,000	38.9139	-99.8731	8.0%	$121,440	$122,961	$118,013
20191	Less than $150,000	Sumner County,  Kansas	rose	Less than $150,000	37.2327	-97.4761	9.6%	$114,730	$115,522	$110,723
20189	Less than $150,000	Stevens County,  Kansas	rose	Less than $150,000	37.1918	-101.3117	8.0%	$125,652	$123,673	$136,552
20187	Less than $150,000	Stanton County,  Kansas	rose	Less than $150,000	37.5694	-101.784	8.0%	$74,321	$75,011	$110,050
